,lat,lon,color
0,38.833333333333336,118.16666666666669,ca
1,38.666666666666664,118.16666666666669,ca
2,38.833333333333336,118.33333333333331,ca
3,39.0,118.16666666666669,ca
4,38.833333333333336,118.0,ca
5,38.666666666666664,118.33333333333331,ca
6,38.666666666666664,118.0,ca
7,39.0,118.0,ca
8,39.166666666666664,118.33333333333331,ca
9,39.166666666666664,118.0,ca
10,39.0,117.83333333333331,ca
11,38.666666666666664,117.83333333333331,ca
12,38.5,118.0,ca
13,38.5,118.33333333333331,ca
14,38.666666666666664,118.5,ca
15,38.5,118.5,ca
16,38.5,118.16666666666669,ca
17,38.833333333333336,118.5,ca
18,38.833333333333336,118.66666666666669,ca
19,38.333333333333336,118.16666666666669,ca
20,38.333333333333336,118.5,ca
21,38.5,118.66666666666669,ca
22,38.333333333333336,118.66666666666669,ca
23,38.333333333333336,118.33333333333331,ca
24,38.666666666666664,118.66666666666669,ca
25,38.666666666666664,118.83333333333331,ca
26,38.166666666666664,118.33333333333331,ca
27,38.166666666666664,118.66666666666669,ca
28,38.333333333333336,118.83333333333331,ca
29,38.166666666666664,118.83333333333331,ca
30,38.166666666666664,118.5,ca
31,38.5,118.83333333333331,ca
32,38.5,119.0,ca
33,38.166666666666664,119.0,ca
34,38.333333333333336,119.0,ca
35,38.333333333333336,119.16666666666669,ca
36,37.833333333333336,119.0,ca
37,38.0,119.16666666666669,ca
38,37.666666666666664,119.0,ca
39,37.833333333333336,119.16666666666669,ca
40,37.666666666666664,119.16666666666669,ca
41,38.0,119.33333333333331,ca
42,38.166666666666664,119.16666666666669,ca
43,37.5,119.16666666666669,ca
44,37.666666666666664,119.33333333333331,ca
45,37.5,119.33333333333331,ca
46,37.5,119.0,ca
47,37.833333333333336,119.33333333333331,ca
48,37.833333333333336,119.5,ca
49,37.333333333333336,119.33333333333331,ca
50,37.5,119.5,ca
51,37.333333333333336,119.5,ca
52,37.333333333333336,119.16666666666669,ca
53,37.666666666666664,119.5,ca
54,37.666666666666664,119.66666666666669,ca
55,37.166666666666664,119.16666666666669,ca
56,37.166666666666664,119.5,ca
57,37.333333333333336,119.66666666666669,ca
58,37.166666666666664,119.33333333333331,ca
59,37.5,119.66666666666669,ca
60,37.5,119.83333333333331,ca
61,38.166666666666664,118.16666666666669,ca
62,38.333333333333336,118.0,ca
63,38.833333333333336,118.83333333333331,ca
64,39.0,118.66666666666669,ca
65,38.666666666666664,119.0,ca
66,38.5,119.16666666666669,ca
67,37.166666666666664,119.0,ca
68,37.333333333333336,118.83333333333331,ca
69,38.333333333333336,119.33333333333331,ca
70,38.166666666666664,119.33333333333331,ca
71,38.166666666666664,119.5,ca
72,38.0,119.5,ca
73,38.0,119.66666666666669,ca
74,37.833333333333336,119.66666666666669,ca
75,37.833333333333336,119.83333333333331,ca
76,38.833333333333336,117.83333333333331,ca
77,38.5,117.83333333333331,ca
78,37.666666666666664,119.83333333333331,ca
79,37.666666666666664,120.0,ca
80,37.5,120.0,ca
81,38.666666666666664,119.16666666666669,ca
82,38.833333333333336,119.0,ca
83,38.5,119.33333333333331,ca
84,39.166666666666664,118.5,ca
85,38.333333333333336,119.5,ca
86,38.166666666666664,119.66666666666669,ca
87,38.0,119.83333333333331,ca
88,37.833333333333336,120.0,ca
89,38.333333333333336,117.83333333333331,ca
90,37.666666666666664,120.16666666666669,ca
91,39.0,118.83333333333331,ca
92,38.5,119.5,ca
93,38.666666666666664,119.33333333333331,ca
94,38.333333333333336,119.66666666666669,ca
95,38.166666666666664,119.83333333333331,ca
96,38.0,120.0,ca
97,37.833333333333336,120.16666666666669,ca
98,39.166666666666664,118.66666666666669,ca
99,38.833333333333336,119.16666666666669,ca
100,38.333333333333336,119.83333333333331,ca
101,38.5,119.66666666666669,ca
102,38.166666666666664,120.0,ca
103,39.0,119.0,ca
104,38.0,120.16666666666669,ca
105,38.5,117.66666666666669,ca
106,38.666666666666664,119.5,ca
107,37.833333333333336,120.33333333333331,ca
108,38.666666666666664,117.66666666666669,ca
109,38.833333333333336,119.33333333333331,ca
110,38.166666666666664,120.16666666666669,ca
111,38.333333333333336,120.0,ca
112,38.0,120.33333333333331,ca
