,lat,lon,color
61,38.166666666666664,118.16666666666669,cs
62,38.333333333333336,118.0,cs
63,38.833333333333336,118.83333333333331,cs
64,39.0,118.66666666666669,cs
65,38.666666666666664,119.0,cs
66,38.5,119.16666666666669,cs
67,37.166666666666664,119.0,cs
68,37.333333333333336,118.83333333333331,cs
69,38.333333333333336,119.33333333333331,cs
70,38.166666666666664,119.33333333333331,cs
71,38.166666666666664,119.5,cs
72,38.0,119.5,cs
73,38.0,119.66666666666669,cs
74,37.833333333333336,119.66666666666669,cs
75,37.833333333333336,119.83333333333331,cs
76,38.833333333333336,117.83333333333331,cs
77,38.5,117.83333333333331,cs
78,37.666666666666664,119.83333333333331,cs
79,37.666666666666664,120.0,cs
80,37.5,120.0,cs
81,38.666666666666664,119.16666666666669,cs
82,38.833333333333336,119.0,cs
83,38.5,119.33333333333331,cs
84,39.166666666666664,118.5,cs
85,38.333333333333336,119.5,cs
86,38.166666666666664,119.66666666666669,cs
87,38.0,119.83333333333331,cs
88,37.833333333333336,120.0,cs
89,38.333333333333336,117.83333333333331,cs
90,37.666666666666664,120.16666666666669,cs
91,39.0,118.83333333333331,cs
92,38.5,119.5,cs
93,38.666666666666664,119.33333333333331,cs
94,38.333333333333336,119.66666666666669,cs
95,38.166666666666664,119.83333333333331,cs
96,38.0,120.0,cs
97,37.833333333333336,120.16666666666669,cs
98,39.166666666666664,118.66666666666669,cs
99,38.833333333333336,119.16666666666669,cs
100,38.333333333333336,119.83333333333331,cs
101,38.5,119.66666666666669,cs
102,38.166666666666664,120.0,cs
103,39.0,119.0,cs
104,38.0,120.16666666666669,cs
105,38.5,117.66666666666669,cs
106,38.666666666666664,119.5,cs
107,37.833333333333336,120.33333333333331,cs
108,38.666666666666664,117.66666666666669,cs
109,38.833333333333336,119.33333333333331,cs
110,38.166666666666664,120.16666666666669,cs
111,38.333333333333336,120.0,cs
112,38.0,120.33333333333331,cs
113,39.0,119.16666666666669,cs
114,38.5,119.83333333333331,cs
115,37.833333333333336,120.5,cs
116,38.666666666666664,119.66666666666669,cs
117,39.166666666666664,119.0,cs
118,38.833333333333336,119.5,cs
119,38.0,120.5,cs
120,38.166666666666664,120.33333333333331,cs
121,38.333333333333336,120.16666666666669,cs
122,39.0,119.33333333333331,cs
123,38.5,120.0,cs
124,39.166666666666664,119.16666666666669,cs
125,38.666666666666664,119.83333333333331,cs
126,38.833333333333336,119.66666666666669,cs
127,39.0,119.5,cs
128,38.0,120.66666666666669,cs
129,38.166666666666664,120.5,cs
130,38.333333333333336,120.33333333333331,cs
131,39.166666666666664,119.33333333333331,cs
132,38.5,120.16666666666669,cs
133,38.666666666666664,120.0,cs
134,38.833333333333336,119.83333333333331,cs
135,39.0,119.66666666666669,cs
136,39.166666666666664,119.5,cs
137,38.166666666666664,120.66666666666669,cs
138,38.333333333333336,120.5,cs
139,37.833333333333336,120.66666666666669,cs
140,38.0,120.83333333333331,cs
141,38.5,120.33333333333331,cs
142,38.666666666666664,120.16666666666669,cs
143,38.833333333333336,120.0,cs
144,39.0,119.83333333333331,cs
145,39.166666666666664,119.66666666666669,cs
146,39.333333333333336,119.33333333333331,cs
147,38.333333333333336,120.66666666666669,cs
148,38.5,120.5,cs
149,38.166666666666664,120.83333333333331,cs
150,38.666666666666664,120.33333333333331,cs
151,38.833333333333336,120.16666666666669,cs
152,38.0,121.0,cs
153,39.0,120.0,cs
154,39.166666666666664,119.83333333333331,cs
155,39.333333333333336,119.5,cs
156,38.5,120.66666666666669,cs
157,38.666666666666664,120.5,cs
158,38.833333333333336,120.33333333333331,cs
159,39.0,120.16666666666669,cs
160,38.166666666666664,121.0,cs
161,37.833333333333336,121.0,cs
162,39.166666666666664,120.0,cs
163,39.333333333333336,119.66666666666669,cs
164,39.5,119.33333333333331,cs
165,38.666666666666664,120.66666666666669,cs
166,38.833333333333336,120.5,cs
167,39.0,120.33333333333331,cs
168,38.5,120.83333333333331,cs
169,39.166666666666664,120.16666666666669,cs
170,38.333333333333336,121.0,cs
171,39.333333333333336,119.83333333333331,cs
172,38.166666666666664,121.16666666666669,cs
173,37.833333333333336,121.16666666666669,cs
174,39.5,119.5,cs
175,37.666666666666664,121.16666666666669,cs
176,38.0,121.16666666666669,cs
177,38.0,121.33333333333331,cs
178,37.666666666666664,121.33333333333331,cs
179,39.333333333333336,120.0,cs
180,38.833333333333336,120.66666666666669,cs
181,39.0,120.5,cs
182,39.166666666666664,120.33333333333331,cs
183,38.666666666666664,120.83333333333331,cs
184,38.5,121.0,cs
185,39.5,119.66666666666669,cs
186,37.833333333333336,121.33333333333331,cs
187,37.833333333333336,121.5,cs
188,37.5,121.5,cs
189,38.333333333333336,121.16666666666669,cs
190,38.166666666666664,121.33333333333331,cs
191,38.0,121.5,cs
192,37.666666666666664,121.5,cs
193,39.333333333333336,120.16666666666669,cs
194,39.5,119.83333333333331,cs
195,39.0,120.66666666666669,cs
196,39.166666666666664,120.5,cs
197,38.833333333333336,120.83333333333331,cs
198,38.666666666666664,121.0,cs
199,39.666666666666664,119.5,cs
200,37.833333333333336,121.66666666666669,cs
201,37.5,121.66666666666669,cs
202,38.333333333333336,121.33333333333331,cs
203,38.5,121.16666666666669,cs
204,39.5,120.0,cs
205,38.166666666666664,121.5,cs
206,39.333333333333336,120.33333333333331,cs
207,39.666666666666664,119.66666666666669,cs
208,39.0,120.83333333333331,cs
209,39.166666666666664,120.66666666666669,cs
210,38.833333333333336,121.0,cs
211,37.666666666666664,121.66666666666669,cs
212,37.666666666666664,121.83333333333331,cs
213,38.666666666666664,121.16666666666669,cs
214,38.0,121.66666666666669,cs
215,38.5,121.33333333333331,cs
216,39.5,120.16666666666669,cs
217,39.666666666666664,119.83333333333331,cs
218,38.333333333333336,121.5,cs
219,39.333333333333336,120.5,cs
220,37.833333333333336,121.83333333333331,cs
221,37.5,121.83333333333331,cs
222,39.0,121.0,cs
223,39.166666666666664,120.83333333333331,cs
224,38.166666666666664,121.66666666666669,cs
225,38.666666666666664,121.33333333333331,cs
226,39.666666666666664,120.0,cs
227,37.666666666666664,122.0,cs
228,39.5,120.33333333333331,cs
229,38.0,121.83333333333331,cs
230,38.5,121.5,cs
231,39.333333333333336,120.66666666666669,cs
232,39.833333333333336,119.66666666666669,cs
233,38.333333333333336,121.66666666666669,cs
234,39.0,121.16666666666669,cs
235,39.166666666666664,121.0,cs
236,37.833333333333336,122.0,cs
237,39.666666666666664,120.16666666666669,cs
238,39.833333333333336,119.83333333333331,cs
239,39.5,120.5,cs
240,38.166666666666664,121.83333333333331,cs
241,38.666666666666664,121.5,cs
242,39.333333333333336,120.83333333333331,cs
243,38.5,121.66666666666669,cs
244,38.0,122.0,cs
245,37.666666666666664,122.16666666666669,cs
246,39.833333333333336,120.0,cs
247,39.666666666666664,120.33333333333331,cs
248,39.166666666666664,121.16666666666669,cs
249,38.333333333333336,121.83333333333331,cs
250,39.5,120.66666666666669,cs
251,38.666666666666664,121.66666666666669,cs
252,39.333333333333336,121.0,cs
253,37.833333333333336,122.16666666666669,cs
254,38.166666666666664,122.0,cs
255,39.833333333333336,120.16666666666669,cs
256,39.666666666666664,120.5,cs
257,38.5,121.83333333333331,cs
258,39.5,120.83333333333331,cs
259,38.0,122.16666666666669,cs
260,38.833333333333336,121.66666666666669,cs
261,38.333333333333336,122.0,cs
262,39.166666666666664,121.33333333333331,cs
263,39.333333333333336,121.16666666666669,cs
264,39.833333333333336,120.33333333333331,cs
265,38.666666666666664,121.83333333333331,cs
266,39.666666666666664,120.66666666666669,cs
267,40.0,120.0,cs
268,38.166666666666664,122.16666666666669,cs
269,37.833333333333336,122.33333333333331,cs
270,37.5,122.33333333333331,cs
271,39.5,121.0,cs
272,38.5,122.0,cs
273,40.0,120.16666666666669,cs
274,39.833333333333336,120.5,cs
275,38.833333333333336,121.83333333333331,cs
276,39.333333333333336,121.33333333333331,cs
277,38.0,122.33333333333331,cs
278,37.666666666666664,122.33333333333331,cs
279,39.666666666666664,120.83333333333331,cs
280,38.333333333333336,122.16666666666669,cs
281,38.666666666666664,122.0,cs
282,39.5,121.16666666666669,cs
283,40.0,120.33333333333331,cs
284,39.833333333333336,120.66666666666669,cs
285,38.166666666666664,122.33333333333331,cs
286,38.5,122.16666666666669,cs
287,37.833333333333336,122.5,cs
288,37.5,122.5,cs
289,39.666666666666664,121.0,cs
290,38.833333333333336,122.0,cs
291,40.0,120.5,cs
292,38.333333333333336,122.33333333333331,cs
293,38.0,122.5,cs
294,37.666666666666664,122.5,cs
295,38.666666666666664,122.16666666666669,cs
296,39.833333333333336,120.83333333333331,cs
297,37.666666666666664,122.66666666666669,cs
298,37.333333333333336,122.66666666666669,cs
299,39.666666666666664,121.16666666666669,cs
300,38.5,122.33333333333331,cs
301,38.166666666666664,122.5,cs
302,40.0,120.66666666666669,cs
303,40.166666666666664,120.33333333333331,cs
304,38.833333333333336,122.16666666666669,cs
305,39.0,122.0,cs
306,37.833333333333336,122.66666666666669,cs
307,37.5,122.66666666666669,cs
308,39.833333333333336,121.0,cs
309,38.333333333333336,122.5,cs
310,38.666666666666664,122.33333333333331,cs
311,40.166666666666664,120.5,cs
312,38.0,122.66666666666669,cs
313,39.666666666666664,121.33333333333331,cs
314,40.0,120.83333333333331,cs
315,37.666666666666664,122.83333333333331,cs
316,37.166666666666664,122.66666666666669,cs
317,37.333333333333336,122.83333333333331,cs
318,38.5,122.5,cs
319,39.833333333333336,121.16666666666669,cs
320,38.166666666666664,122.66666666666669,cs
321,38.833333333333336,122.33333333333331,cs
322,39.0,122.16666666666669,cs
323,40.166666666666664,120.66666666666669,cs
324,37.833333333333336,122.83333333333331,cs
325,37.5,122.83333333333331,cs
326,40.0,121.0,cs
327,38.666666666666664,122.5,cs
328,38.333333333333336,122.66666666666669,cs
329,38.0,122.83333333333331,cs
330,39.833333333333336,121.33333333333331,cs
331,40.166666666666664,120.83333333333331,cs
332,37.166666666666664,122.83333333333331,cs
333,37.5,123.0,cs
334,37.0,122.83333333333331,cs
335,37.166666666666664,123.0,cs
336,38.5,122.66666666666669,cs
337,38.833333333333336,122.5,cs
338,39.0,122.33333333333331,cs
339,40.0,121.16666666666669,cs
340,38.166666666666664,122.83333333333331,cs
341,37.666666666666664,123.0,cs
342,37.333333333333336,123.0,cs
343,37.0,122.66666666666669,cs
344,36.833333333333336,122.5,cs
345,36.833333333333336,122.83333333333331,cs
346,37.0,123.0,cs
347,37.833333333333336,123.0,cs
348,40.333333333333336,120.66666666666669,cs
349,38.666666666666664,122.66666666666669,cs
350,40.166666666666664,121.0,cs
351,36.666666666666664,122.5,cs
352,36.833333333333336,122.66666666666669,cs
353,36.833333333333336,122.33333333333331,cs
354,36.666666666666664,122.66666666666669,cs
355,36.666666666666664,122.33333333333331,cs
356,36.666666666666664,122.16666666666669,cs
357,36.5,122.33333333333331,cs
358,36.5,122.66666666666669,cs
359,36.666666666666664,122.83333333333331,cs
360,36.5,122.16666666666669,cs
361,36.833333333333336,122.16666666666669,cs
362,36.666666666666664,122.0,cs
363,36.5,122.0,cs
364,36.833333333333336,122.0,cs
365,36.833333333333336,121.83333333333331,cs
366,36.5,121.83333333333331,cs
367,36.333333333333336,122.0,cs
368,36.333333333333336,122.33333333333331,cs
369,36.5,122.5,cs
370,36.333333333333336,121.83333333333331,cs
371,36.666666666666664,121.83333333333331,cs
372,36.5,121.66666666666669,cs
373,36.333333333333336,121.66666666666669,cs
374,36.666666666666664,121.66666666666669,cs
375,36.666666666666664,121.5,cs
376,36.333333333333336,121.5,cs
377,36.166666666666664,121.66666666666669,cs
378,36.166666666666664,122.0,cs
379,36.333333333333336,122.16666666666669,cs
380,38.333333333333336,122.83333333333331,cs
381,36.166666666666664,121.5,cs
382,36.5,121.5,cs
383,36.333333333333336,121.33333333333331,cs
384,36.166666666666664,121.33333333333331,cs
385,36.5,121.33333333333331,cs
386,36.666666666666664,121.33333333333331,cs
387,36.5,121.16666666666669,cs
388,36.166666666666664,121.16666666666669,cs
389,36.0,121.33333333333331,cs
390,36.0,121.66666666666669,cs
391,36.166666666666664,121.83333333333331,cs
392,36.0,121.16666666666669,cs
393,36.333333333333336,121.16666666666669,cs
394,36.166666666666664,121.0,cs
395,36.0,121.0,cs
396,36.333333333333336,121.0,cs
397,36.333333333333336,120.83333333333331,cs
398,36.0,120.83333333333331,cs
399,35.833333333333336,121.0,cs
400,35.833333333333336,121.33333333333331,cs
401,36.0,121.5,cs
402,36.833333333333336,123.0,cs
403,36.666666666666664,121.16666666666669,cs
404,36.166666666666664,120.83333333333331,cs
405,36.0,120.66666666666669,cs
406,35.833333333333336,120.83333333333331,cs
407,35.833333333333336,121.16666666666669,cs
